구분,학수번호,교과목명,학년,학기,필수선수,권장선수,실험실습,세부전공,학점,시간,전공역량,대학,학과,개설학과,내용,메모,개설횟수
전공선택,LIET380,개체군생태학,3,2.0,,,,,3,3,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,1
전공선택,LIET386,연안및대양물질순환,3,2.0,,,,,3,3,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,3
전공선택,LIET469,생물신소재공학,4,1.0,,,,,3,3,창의적 문제해결,생명과학대학,환경생태공학부,환경생태공학부,,,1
전공선택,LIET490,환경법규,4,2.0,,,,,3,3,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,4
전공선택,LIET492,지역및도시계획학,4,2.0,,,,,3,3,창의적 문제해결,생명과학대학,환경생태공학부,환경생태공학부,,,5
전공선택,LIET409,수질관리학및실험,4,1.0,,,Y,,3,4,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,2
전공선택,LIET411,폐생물자원리사이클링,4,1.0,,,,,3,3,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,1
전공선택,LIET430,미생물생태학,4,2.0,,,,,3,3,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,4
전공선택,LIET434,환경유기화학,4,2.0,,,,,3,3,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,1
전공선택,LIET438,학술림연구세미나,4,2.0,,,,,3,3,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,1
전공선택,LIET453,동물생태학,4,1.0,,,,,3,3,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,2
전공선택,LIET454,보전생물학,4,2.0,,,,,3,3,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,1
전공선택,LIET456,환경위해도평가,4,2.0,,,,,3,3,사회적 책임,생명과학대학,환경생태공학부,환경생태공학부,,,1
전공선택,LIET494,경관생태학,4,2.0,,,,,3,3,융합적 사고,생명과학대학,환경생태공학부,환경생태공학부,,,2
전공인정,ACEE226,환경공학I,2,,,,,,3,3,,생명과학대학,환경생태공학부,건축사회환경공학과,,,5
전공인정,ACEE327,환경공학Ⅱ,3,,,,,,3,3,,생명과학대학,환경생태공학부,건축사회환경공학과,,,2
전공인정,KHES215,환경보건학,2,,,,,,3,3,,생명과학대학,환경생태공학부,보건환경융합과학부,,,0
전공인정,LESE302,환경경제학,3,,,,,,3,3,,생명과학대학,환경생태공학부,식품자원경제학과,,,5
전공인정,SOCI255,환경사회학,2,,,,,,3,3,,생명과학대학,환경생태공학부,사회학과,,,5
