구분,학수번호,교과목명,학년,학기,필수선수,권장선수,실험실습,세부전공,학점,시간,전공역량,대학,학과,개설학과,내용,메모,개설횟수
전공선택,JMCO395,드라마프로덕션,3,1.0,,,,,3,4,창의적 사고표현,미디어대학,미디어학부,미디어학부,,,0
전공선택,JMCO396,빅데이터분석과미디어,3,2.0,,,,,3,3,융합적 문제해결,미디어대학,미디어학부,미디어학부,,,1
전공선택,JMCO397,미디어데이터마이닝,3,1.0,,,,,3,3,융합적 문제해결,미디어대학,미디어학부,미디어학부,,,0
전공선택,JMCO414,미디어연구방법,4,2.0,,,,,3,3,융합적 문제해결,미디어대학,미디어학부,미디어학부,,,1
전공선택,JMCO444,미디어법과윤리,4,2.0,,,,,3,3,윤리적 사회공헌,미디어대학,미디어학부,미디어학부,,,2
전공선택,JMCO446,광고캠페인,4,2.0,,,,,3,3,창의적 사고표현,미디어대학,미디어학부,미디어학부,,,0
전공선택,JMCO447,PR캠페인,4,1.0,,,,,3,3,융합적 문제해결,미디어대학,미디어학부,미디어학부,,,0
전공선택,JMCO448,전략커뮤니케이션리서치,4,2.0,,,,,3,3,글로벌 의사소통,미디어대학,미디어학부,미디어학부,,,1
전공선택,JMCO451,미디어서비스개발과창업,4,1.0,,,,,3,3,글로벌 의사소통,미디어대학,미디어학부,미디어학부,,,0
전공선택,JMCO452,미디어정책,4,2.0,,,,,3,3,융합적 문제해결,미디어대학,미디어학부,미디어학부,,,1
전공선택,JMCO453,탐사기획보도,4,1.0,,,,,3,4,창의적 사고표현,미디어대학,미디어학부,미디어학부,,,1
전공선택,JMCO455,미디어제작워크샵Ⅰ,4,1.0,,,,,3,4,창의적 사고표현,미디어대학,미디어학부,미디어학부,,,0
전공선택,JMCO457,미디어제작워크샵Ⅱ,4,1.0,,,,,3,4,창의적 사고표현,미디어대학,미디어학부,미디어학부,,,2
전공선택,JMCO458,미디어제작워크샵Ⅲ,4,2.0,,,,,3,4,창의적 사고표현,미디어대학,미디어학부,미디어학부,,,0
전공선택,JMCO459,미디어데이터분석특강,4,1.0,,,,,3,3,융합적 문제해결,미디어대학,미디어학부,미디어학부,,,0
전공선택,JMCO461,미디어·커뮤니케이션특강Ⅰ,4,1.0,,,,,3,3,윤리적 사회공헌,미디어대학,미디어학부,미디어학부,,,2
전공선택,JMCO462,미디어·커뮤니케이션특강Ⅱ,4,2.0,,,,,3,3,윤리적 사회공헌,미디어대학,미디어학부,미디어학부,,,1
전공선택,JMCO463,미디어인턴십Ⅰ,4,1.0,,,,,3,0,윤리적 사회공헌,미디어대학,미디어학부,미디어학부,,,0
전공선택,JMCO464,미디어인턴십Ⅱ,4,1.0,,,,,6,0,윤리적 사회공헌,미디어대학,미디어학부,미디어학부,,,0
전공선택,JMCO469,캡스톤디자인P,4,1.0,,,,,3,4,창의적 사고표현,미디어대학,미디어학부,미디어학부,,,0
전공선택,JMCO470,캡스톤디자인B,4,1.0,,,,,3,4,창의적 사고표현,미디어대학,미디어학부,미디어학부,,,0
전공선택,JMCO471,캡스톤디자인R,4,1.0,,,,,3,4,창의적 사고표현,미디어대학,미디어학부,미디어학부,,,0
